Retutn_id,return_date,product_id,store_id,quantity
1198,6/1/1997,1190,24,1
1199,6/2/1997,19,13,2
1200,6/2/1997,333,13,1
1201,6/2/1997,550,13,1
1202,6/2/1997,983,13,1
1203,6/2/1997,997,13,1
1204,6/2/1997,1480,13,1
1205,6/2/1997,1548,13,1
1206,6/3/1997,221,13,1
1207,6/3/1997,685,11,1
1208,6/3/1997,704,3,1
1209,6/3/1997,1024,13,1
1210,6/3/1997,1359,13,1
1211,6/4/1997,547,24,1
1212,6/4/1997,585,16,1
1213,6/4/1997,1006,24,1
1214,6/4/1997,1241,24,2
1215,6/4/1997,1268,16,1
1216,6/4/1997,1364,16,1
1217,6/4/1997,1420,16,1
1218,6/4/1997,1433,24,2
1219,6/4/1997,1456,16,1
1220,6/5/1997,11,7,1
1221,6/5/1997,471,23,1
1222,6/5/1997,530,23,2
1223,6/5/1997,567,7,1
1224,6/5/1997,710,23,1
1225,6/5/1997,1141,23,2
1226,6/5/1997,1276,23,2
1227,6/6/1997,475,13,1
1228,6/6/1997,812,13,1
1229,6/6/1997,1100,13,1
1230,6/7/1997,63,7,1
1231,6/7/1997,487,7,1
1232,6/7/1997,1253,15,1
1233,6/7/1997,1409,15,1
1234,6/7/1997,1555,15,2
1235,6/10/1997,116,15,1
1236,6/10/1997,829,15,1
1237,6/10/1997,1421,15,1
1238,6/11/1997,64,3,2
1239,6/11/1997,299,11,1
1240,6/11/1997,335,11,1
1241,6/11/1997,390,3,1
1242,6/11/1997,548,11,1
1243,6/11/1997,723,11,2
1244,6/11/1997,803,11,1
1245,6/11/1997,808,3,1
1246,6/11/1997,928,11,1
1247,6/11/1997,1012,3,1
1248,6/11/1997,1357,11,1
1249,6/11/1997,1425,3,1
1250,6/11/1997,1465,3,1
1251,6/12/1997,96,7,1
1252,6/12/1997,438,6,1
1253,6/12/1997,544,6,1
1254,6/12/1997,796,7,1
1255,6/12/1997,1371,7,1
1256,6/12/1997,1554,6,1
1257,6/14/1997,98,16,2
1258,6/14/1997,126,16,1
1259,6/14/1997,392,7,2
1260,6/14/1997,579,16,1
1261,6/14/1997,1164,16,1
1262,6/14/1997,1212,7,2
1263,6/14/1997,1346,16,1
1264,6/14/1997,1362,7,1
1265,6/15/1997,9,6,2
1266,6/15/1997,184,17,1
1267,6/15/1997,245,17,1
1268,6/15/1997,430,15,1
1269,6/15/1997,441,15,1
1270,6/15/1997,910,15,2
1271,6/15/1997,938,17,1
1272,6/15/1997,1057,17,1
1273,6/16/1997,279,3,2
1274,6/16/1997,326,3,1
1275,6/16/1997,387,3,1
1276,6/16/1997,522,17,1
1277,6/16/1997,839,3,1
1278,6/16/1997,988,17,1
1279,6/16/1997,1091,17,1
1280,6/16/1997,1099,17,1
1281,6/16/1997,1105,3,1
1282,6/16/1997,1243,17,1
1283,6/16/1997,1338,17,1
1284,6/16/1997,1353,3,1
1285,6/16/1997,1541,17,2
1286,6/17/1997,3,15,1
1287,6/17/1997,639,15,1
1288,6/17/1997,719,13,1
1289,6/17/1997,1179,13,2
1290,6/17/1997,1204,13,1
1291,6/17/1997,1227,13,1
1292,6/17/1997,1486,13,1
1293,6/18/1997,118,11,1
1294,6/18/1997,128,3,2
1295,6/18/1997,308,11,1
1296,6/18/1997,475,11,1
1297,6/18/1997,588,11,1
1298,6/18/1997,899,16,2
1299,6/18/1997,982,11,1
1300,6/18/1997,1448,11,1
1301,6/19/1997,34,11,1
1302,6/19/1997,153,11,1
1303,6/19/1997,195,11,1
1304,6/19/1997,252,11,1
1305,6/19/1997,546,11,1
1306,6/19/1997,733,11,1
1307,6/19/1997,761,11,1
1308,6/19/1997,1487,11,1
1309,6/20/1997,317,24,1
1310,6/20/1997,764,11,1
1311,6/20/1997,848,11,1
1312,6/20/1997,1008,11,1
1313,6/20/1997,1124,11,1
1314,6/20/1997,1168,24,1
1315,6/20/1997,1443,24,1
1316,6/20/1997,1506,24,1
1317,6/20/1997,1530,11,1
1318,6/21/1997,230,17,2
1319,6/21/1997,271,17,1
1320,6/21/1997,292,24,2
1321,6/21/1997,348,6,1
1322,6/21/1997,465,6,1
1323,6/21/1997,485,24,2
1324,6/21/1997,514,24,1
1325,6/21/1997,588,6,1
1326,6/21/1997,601,17,2
1327,6/21/1997,698,6,1
1328,6/21/1997,817,24,1
1329,6/21/1997,933,17,1
1330,6/21/1997,970,24,1
1331,6/21/1997,1061,24,1
1332,6/21/1997,1083,17,2
1333,6/21/1997,1231,17,1
1334,6/21/1997,1321,17,1
1335,6/21/1997,1423,6,1
1336,6/21/1997,1423,24,1
1337,6/21/1997,1444,17,1
1338,6/21/1997,1461,17,2
1339,6/22/1997,39,17,1
1340,6/22/1997,130,6,2
1341,6/22/1997,134,3,1
1342,6/22/1997,169,6,1
1343,6/22/1997,207,3,2
1344,6/22/1997,337,3,1
1345,6/22/1997,419,6,1
1346,6/22/1997,444,6,1
1347,6/22/1997,487,7,1
1348,6/22/1997,612,6,2
1349,6/22/1997,685,6,1
1350,6/22/1997,699,3,1
1351,6/22/1997,716,3,1
1352,6/22/1997,801,17,1
1353,6/22/1997,821,7,1
1354,6/22/1997,902,6,2
1355,6/22/1997,919,6,1
1356,6/22/1997,1241,17,2
1357,6/22/1997,1355,6,1
1358,6/22/1997,1472,17,1
1359,6/23/1997,182,13,1
1360,6/23/1997,213,13,1
1361,6/23/1997,265,13,1
1362,6/23/1997,480,24,2
1363,6/23/1997,962,13,1
1364,6/23/1997,1410,16,1
1365,6/27/1997,146,16,1
1366,6/27/1997,404,16,1
1367,6/27/1997,601,17,1
1368,6/27/1997,668,16,1
1369,6/27/1997,714,17,1
1370,6/27/1997,902,17,1
1371,6/27/1997,999,17,1
1372,6/27/1997,1059,16,1
1373,6/27/1997,1088,17,2
1374,6/27/1997,1229,17,1
1375,6/27/1997,1285,17,1
1376,6/27/1997,1487,17,2
1377,6/28/1997,58,15,1
1378,6/28/1997,393,15,1
1379,6/28/1997,544,15,1
1380,6/28/1997,664,15,1
1381,6/28/1997,1361,23,2
1382,6/28/1997,1525,23,1
1383,7/1/1997,19,6,1
1384,7/1/1997,44,3,1
1385,7/1/1997,1182,6,1
1386,7/1/1997,1210,23,1
1387,7/2/1997,70,16,1
1388,7/2/1997,239,16,1
1389,7/2/1997,431,16,1
1390,7/2/1997,564,17,1
1391,7/2/1997,1154,17,1
1392,7/2/1997,1375,16,1
1393,7/3/1997,465,15,1
1394,7/3/1997,1075,13,1
1395,7/3/1997,1114,13,2
1396,7/3/1997,1286,13,2
1397,7/4/1997,178,17,1
1398,7/4/1997,477,16,1
1399,7/4/1997,564,17,1
1400,7/4/1997,658,17,1
1401,7/4/1997,834,16,2
1402,7/4/1997,896,16,1
1403,7/4/1997,1272,16,2
1404,7/4/1997,1293,16,2
1405,7/5/1997,309,17,2
1406,7/5/1997,336,23,1
1407,7/5/1997,455,7,1
1408,7/5/1997,568,7,2
1409,7/5/1997,611,17,1
1410,7/5/1997,982,7,1
1411,7/5/1997,1234,17,1
1412,7/5/1997,1342,17,1
1413,7/5/1997,1362,17,1
1414,7/5/1997,1448,17,1
1415,7/5/1997,1520,7,1
1416,7/6/1997,252,13,2
1417,7/6/1997,312,15,1
1418,7/6/1997,484,13,1
1419,7/6/1997,484,13,1
1420,7/6/1997,486,13,1
1421,7/6/1997,780,13,1
1422,7/6/1997,833,13,1
1423,7/6/1997,1036,13,1
1424,7/6/1997,1158,13,1
1425,7/6/1997,1196,13,2
1426,7/6/1997,1206,17,1
1427,7/6/1997,1256,13,1
1428,7/6/1997,1324,15,1
1429,7/6/1997,1365,13,1
1430,7/6/1997,1474,15,1
1431,7/6/1997,1496,17,1
1432,7/9/1997,59,3,2
1433,7/9/1997,512,3,1
1434,7/9/1997,929,3,1
1435,7/9/1997,1025,3,1
1436,7/10/1997,2,7,1
1437,7/10/1997,166,7,1
1438,7/10/1997,366,7,1
1439,7/10/1997,384,7,1
1440,7/10/1997,442,23,1
1441,7/10/1997,962,23,1
1442,7/10/1997,1309,7,1
1443,7/10/1997,1458,7,1
1444,7/11/1997,126,11,2
1445,7/11/1997,368,11,1
1446,7/11/1997,368,6,1
1447,7/11/1997,371,6,1
1448,7/11/1997,452,11,1
1449,7/11/1997,707,24,1
1450,7/11/1997,1039,11,1
1451,7/11/1997,1097,6,1
1452,7/11/1997,1289,24,1
1453,7/11/1997,1420,24,2
1454,7/11/1997,1439,11,1
1455,7/12/1997,254,23,1
1456,7/14/1997,8,24,1
1457,7/14/1997,80,11,1
1458,7/14/1997,103,7,1
1459,7/14/1997,679,11,1
1460,7/14/1997,701,11,1
1461,7/14/1997,779,24,1
1462,7/14/1997,827,7,1
1463,7/14/1997,859,24,1
1464,7/14/1997,950,7,1
1465,7/14/1997,1100,7,1
1466,7/14/1997,1212,11,1
1467,7/14/1997,1284,7,1
1468,7/14/1997,1491,11,1
1469,7/16/1997,348,3,1
1470,7/16/1997,517,3,1
1471,7/16/1997,993,3,1
1472,7/17/1997,509,24,1
1473,7/17/1997,658,6,1
1474,7/17/1997,663,24,1
1475,7/17/1997,804,24,1
1476,7/17/1997,938,24,1
1477,7/17/1997,1241,24,1
1478,7/20/1997,66,13,1
1479,7/20/1997,307,13,1
1480,7/20/1997,432,13,1
1481,7/20/1997,451,13,1
1482,7/20/1997,492,13,1
1483,7/20/1997,584,13,2
1484,7/20/1997,761,13,1
1485,7/20/1997,830,13,1
1486,7/20/1997,969,13,1
1487,7/20/1997,1406,7,1
1488,7/20/1997,1430,13,1
1489,7/20/1997,1465,7,1
1490,7/22/1997,122,24,1
1491,7/22/1997,126,24,2
1492,7/22/1997,146,24,1
1493,7/22/1997,938,24,2
1494,7/22/1997,1063,24,2
1495,7/23/1997,67,7,1
1496,7/23/1997,86,7,2
1497,7/23/1997,88,15,1
1498,7/23/1997,174,7,1
1499,7/23/1997,377,15,1
1500,7/23/1997,433,7,1
1501,7/23/1997,467,11,1
1502,7/23/1997,487,7,1
1503,7/23/1997,571,23,1
1504,7/23/1997,645,11,1
1505,7/23/1997,663,11,2
1506,7/23/1997,835,15,1
1507,7/23/1997,871,23,1
1508,7/23/1997,912,16,1
1509,7/23/1997,945,16,1
1510,7/23/1997,986,16,2
1511,7/23/1997,1172,7,2
1512,7/23/1997,1195,7,1
1513,7/23/1997,1250,15,1
1514,7/23/1997,1262,7,1
1515,7/23/1997,1431,11,1
1516,7/24/1997,153,11,1
1517,7/24/1997,198,11,1
1518,7/24/1997,356,16,1
1519,7/24/1997,469,11,1
1520,7/24/1997,510,16,1
1521,7/24/1997,732,16,2
1522,7/24/1997,969,11,2
1523,7/24/1997,1309,16,1
1524,7/24/1997,1486,16,1
1525,7/26/1997,171,6,1
1526,7/26/1997,1333,6,1
1527,7/27/1997,27,17,1
1528,7/27/1997,43,13,1
1529,7/27/1997,112,17,1
1530,7/27/1997,223,16,1
1531,7/27/1997,229,17,1
1532,7/27/1997,248,13,1
1533,7/27/1997,419,13,1
1534,7/27/1997,435,16,1
1535,7/27/1997,468,17,1
1536,7/27/1997,477,13,1
1537,7/27/1997,483,15,1
1538,7/27/1997,573,13,1
1539,7/27/1997,644,13,1
1540,7/27/1997,656,13,1
1541,7/27/1997,715,15,1
1542,7/27/1997,786,13,1
1543,7/27/1997,915,13,1
1544,7/27/1997,996,16,1
1545,7/27/1997,1016,17,1
1546,7/27/1997,1086,17,1
1547,7/27/1997,1125,13,2
1548,7/27/1997,1128,13,1
1549,7/27/1997,1148,15,1
1550,7/27/1997,1170,13,1
1551,7/27/1997,1175,13,1
1552,7/27/1997,1201,17,2
1553,7/27/1997,1219,17,1
1554,7/27/1997,1231,15,1
1555,7/27/1997,1305,13,1
1556,7/27/1997,1396,16,1
1557,7/27/1997,1529,15,1
1558,7/28/1997,61,13,1
1559,7/28/1997,203,3,2
1560,7/28/1997,291,3,1
1561,7/28/1997,504,3,1
1562,7/28/1997,535,3,2
1563,7/28/1997,632,6,2
1564,7/28/1997,782,6,2
1565,7/28/1997,1044,6,1
1566,7/28/1997,1446,3,1
1567,7/28/1997,1453,13,1
1568,7/28/1997,1478,3,1
1569,7/29/1997,143,3,1
1570,7/29/1997,343,3,1
1571,7/29/1997,448,11,1
1572,7/29/1997,669,3,1
1573,7/29/1997,790,11,1
1574,7/29/1997,950,11,2
1575,7/29/1997,998,3,1
1576,8/1/1997,412,7,1
1577,8/1/1997,687,7,2
1578,8/1/1997,992,7,2
1579,8/1/1997,1314,7,2
1580,8/2/1997,139,24,1
1581,8/2/1997,324,24,1
1582,8/2/1997,471,24,2
1583,8/2/1997,527,24,1
1584,8/2/1997,557,24,1
1585,8/2/1997,706,24,1
1586,8/2/1997,1265,24,1
1587,8/2/1997,1550,24,1
1588,8/3/1997,406,16,1
1589,8/3/1997,553,16,2
1590,8/3/1997,854,16,1
1591,8/3/1997,1166,16,1
1592,8/3/1997,1177,16,1
1593,8/3/1997,1343,16,1
1594,8/3/1997,1357,16,2
1595,8/4/1997,29,13,2
1596,8/4/1997,105,17,2
1597,8/4/1997,180,17,2
1598,8/4/1997,240,13,1
1599,8/4/1997,261,17,1
1600,8/4/1997,269,7,1
1601,8/4/1997,271,17,1
1602,8/4/1997,424,7,2
1603,8/4/1997,616,13,1
1604,8/4/1997,837,7,1
1605,8/4/1997,999,13,1
1606,8/4/1997,1053,7,1
1607,8/4/1997,1199,13,1
1608,8/4/1997,1324,7,1
1609,8/4/1997,1330,13,1
1610,8/4/1997,1426,13,1
1611,8/4/1997,1435,13,2
1612,8/5/1997,592,6,1
1613,8/5/1997,874,6,1
1614,8/5/1997,1533,6,2
1615,8/6/1997,24,13,1
1616,8/6/1997,62,13,1
1617,8/6/1997,79,13,1
1618,8/6/1997,250,13,1
1619,8/6/1997,1108,13,1
1620,8/6/1997,1145,13,1
1621,8/6/1997,1550,13,1
1622,8/7/1997,40,7,1
1623,8/7/1997,145,7,2
1624,8/7/1997,149,11,1
1625,8/7/1997,233,16,1
1626,8/7/1997,345,16,2
1627,8/7/1997,449,16,1
1628,8/7/1997,593,7,1
1629,8/7/1997,810,16,1
1630,8/7/1997,1185,7,1
1631,8/7/1997,1289,11,1
1632,8/8/1997,715,13,1
1633,8/8/1997,865,13,1
1634,8/8/1997,1178,13,1
1635,8/11/1997,427,15,1
1636,8/11/1997,777,23,1
1637,8/11/1997,854,15,2
1638,8/11/1997,1116,15,1
1639,8/11/1997,1180,15,1
1640,8/11/1997,1249,23,2
1641,8/11/1997,1432,23,1
1642,8/12/1997,82,3,2
1643,8/12/1997,299,6,1
1644,8/12/1997,400,15,1
1645,8/12/1997,1175,6,1
1646,8/12/1997,1261,6,1
1647,8/12/1997,1376,15,1
1648,8/13/1997,199,3,1
1649,8/13/1997,279,3,2
1650,8/13/1997,284,3,1
1651,8/13/1997,342,16,1
1652,8/13/1997,526,16,1
1653,8/13/1997,572,3,1
1654,8/13/1997,770,11,1
1655,8/13/1997,1339,3,1
1656,8/13/1997,1429,3,1
1657,8/14/1997,558,11,1
1658,8/14/1997,579,17,1
1659,8/14/1997,1230,17,1
1660,8/14/1997,1374,11,2
1661,8/15/1997,58,17,1
1662,8/15/1997,123,7,1
1663,8/15/1997,294,17,2
1664,8/15/1997,357,17,1
1665,8/15/1997,437,17,1
1666,8/15/1997,514,17,1
1667,8/15/1997,610,7,1
1668,8/15/1997,684,7,1
1669,8/15/1997,823,17,2
1670,8/15/1997,958,7,1
1671,8/15/1997,1022,17,1
1672,8/15/1997,1096,17,1
1673,8/15/1997,1285,17,1
1674,8/15/1997,1379,7,1
1675,8/15/1997,1431,7,1
1676,8/16/1997,113,16,1
1677,8/16/1997,905,16,1
1678,8/16/1997,961,16,1
1679,8/16/1997,1073,24,1
1680,8/17/1997,130,6,1
1681,8/17/1997,868,15,1
1682,8/17/1997,953,6,2
1683,8/18/1997,163,15,1
1684,8/18/1997,313,15,2
1685,8/18/1997,382,3,1
1686,8/19/1997,322,3,1
1687,8/19/1997,1096,3,1
1688,8/19/1997,1123,3,1
1689,8/19/1997,1155,3,2
1690,8/19/1997,1178,3,1
1691,8/21/1997,475,24,1
1692,8/21/1997,516,24,1
1693,8/21/1997,680,24,2
1694,8/21/1997,836,24,1
1695,8/21/1997,1287,24,2
1696,8/21/1997,1298,24,2
1697,8/22/1997,76,17,1
1698,8/22/1997,376,17,2
1699,8/22/1997,611,17,1
1700,8/22/1997,872,11,1
1701,8/22/1997,975,17,2
1702,8/22/1997,1005,11,1
1703,8/22/1997,1231,17,1
1704,8/22/1997,1357,17,1
1705,8/22/1997,1479,17,1
1706,8/23/1997,119,24,1
1707,8/23/1997,287,11,2
1708,8/23/1997,427,24,2
1709,8/23/1997,549,24,1
1710,8/23/1997,575,24,2
1711,8/23/1997,794,24,2
1712,8/23/1997,915,24,1
1713,8/23/1997,1266,11,2
1714,8/23/1997,1272,11,1
1715,8/23/1997,1407,11,1
1716,8/23/1997,1461,24,2
1717,8/24/1997,50,16,1
1718,8/24/1997,413,16,1
1719,8/24/1997,1256,16,1
1720,8/24/1997,1429,16,1
1721,8/25/1997,182,24,1
1722,8/25/1997,231,24,1
1723,8/25/1997,648,24,2
1724,8/25/1997,715,24,1
1725,8/25/1997,1036,24,1
1726,8/25/1997,1463,24,1
1727,8/25/1997,1475,24,1
1728,8/26/1997,22,17,1
1729,8/26/1997,49,23,1
1730,8/26/1997,57,23,1
1731,8/26/1997,79,23,1
1732,8/26/1997,399,17,2
1733,8/26/1997,641,17,1
1734,8/26/1997,645,6,1
1735,8/26/1997,734,23,1
1736,8/26/1997,798,6,1
1737,8/26/1997,860,17,1
1738,8/26/1997,1301,17,1
1739,8/26/1997,1376,17,2
1740,8/27/1997,469,13,1
1741,8/28/1997,29,15,2
1742,8/28/1997,258,15,1
1743,8/28/1997,850,15,1
1744,8/28/1997,1158,15,2
1745,8/28/1997,1522,6,1
1746,8/29/1997,1251,3,1
1747,8/29/1997,1417,3,2
1748,8/29/1997,1519,3,1
1749,8/30/1997,1050,7,1
1750,8/30/1997,1389,7,1
1751,9/1/1997,521,13,1
1752,9/1/1997,1132,13,1
1753,9/2/1997,132,15,2
1754,9/2/1997,381,3,1
1755,9/2/1997,468,3,1
1756,9/2/1997,517,15,1
1757,9/2/1997,541,3,1
1758,9/2/1997,1210,11,1
1759,9/2/1997,1395,16,1
1760,9/2/1997,1400,15,1
1761,9/2/1997,1450,11,1
1762,9/2/1997,1519,11,1
1763,9/2/1997,1519,16,1
1764,9/3/1997,428,6,1
1765,9/3/1997,812,6,1
1766,9/3/1997,1417,6,1
1767,9/4/1997,320,23,1
1768,9/4/1997,603,23,1
1769,9/4/1997,1232,15,1
1770,9/4/1997,1416,15,1
1771,9/5/1997,74,7,1
1772,9/5/1997,286,7,1
1773,9/5/1997,903,7,1
1774,9/6/1997,10,7,1
1775,9/6/1997,205,24,1
1776,9/6/1997,689,24,1
1777,9/6/1997,1008,24,1
1778,9/6/1997,1061,7,1
1779,9/6/1997,1151,7,1
1780,9/6/1997,1423,7,1
1781,9/6/1997,1432,24,1
1782,9/7/1997,264,11,2
1783,9/7/1997,585,24,1
1784,9/7/1997,767,24,1
1785,9/7/1997,774,11,2
1786,9/7/1997,1422,11,2
1787,9/7/1997,1437,11,2
1788,9/8/1997,69,6,1
1789,9/8/1997,125,15,1
1790,9/8/1997,240,15,1
1791,9/8/1997,298,6,1
1792,9/8/1997,334,15,1
1793,9/8/1997,574,6,1
1794,9/8/1997,595,11,1
1795,9/8/1997,616,6,1
1796,9/8/1997,770,6,1
1797,9/8/1997,832,11,1
1798,9/8/1997,861,6,1
1799,9/8/1997,1019,7,1
1800,9/8/1997,1106,7,2
1801,9/8/1997,1202,7,1
1802,9/8/1997,1346,7,2
1803,9/8/1997,1389,11,1
1804,9/8/1997,1451,6,1
1805,9/8/1997,1494,15,1
1806,9/8/1997,1540,11,1
1807,9/9/1997,87,7,1
1808,9/9/1997,432,7,1
1809,9/9/1997,1039,7,1
1810,9/10/1997,176,13,2
1811,9/10/1997,335,13,1
1812,9/10/1997,653,11,1
1813,9/10/1997,754,13,1
1814,9/10/1997,863,11,1
1815,9/10/1997,944,13,1
1816,9/10/1997,953,11,1
1817,9/10/1997,988,13,1
1818,9/10/1997,1064,11,1
1819,9/10/1997,1224,13,1
1820,9/10/1997,1392,13,1
1821,9/11/1997,618,13,1
1822,9/11/1997,845,13,1
1823,9/11/1997,879,23,2
1824,9/11/1997,1461,23,1
1825,9/12/1997,177,3,1
1826,9/12/1997,886,3,1
1827,9/12/1997,910,23,1
1828,9/12/1997,992,3,1
1829,9/13/1997,898,24,1
1830,9/13/1997,919,24,1
1831,9/13/1997,1488,24,1
1832,9/14/1997,258,17,1
1833,9/14/1997,259,17,1
1834,9/14/1997,407,17,1
1835,9/14/1997,464,3,1
1836,9/14/1997,630,3,1
1837,9/14/1997,862,17,1
1838,9/14/1997,1471,3,1
1839,9/15/1997,26,24,2
1840,9/15/1997,1204,24,1
1841,9/15/1997,1511,24,1
1842,9/16/1997,790,23,1
1843,9/17/1997,10,13,1
1844,9/17/1997,428,6,1
1845,9/17/1997,854,13,2
1846,9/17/1997,924,6,1
1847,9/17/1997,1213,13,1
1848,9/17/1997,1218,6,1
1849,9/17/1997,1477,6,1
1850,9/18/1997,4,15,1
1851,9/18/1997,28,13,2
1852,9/18/1997,159,13,1
1853,9/18/1997,374,13,2
1854,9/18/1997,570,15,1
1855,9/18/1997,577,15,1
1856,9/18/1997,598,15,1
1857,9/18/1997,821,6,1
1858,9/18/1997,1068,13,1
1859,9/18/1997,1118,15,1
1860,9/18/1997,1214,13,1
1861,9/18/1997,1452,13,1
1862,9/18/1997,1546,13,1
1863,9/19/1997,1264,7,1
1864,9/20/1997,123,17,1
1865,9/20/1997,325,16,1
1866,9/20/1997,325,3,1
1867,9/20/1997,336,3,1
1868,9/20/1997,675,17,2
1869,9/20/1997,772,16,1
1870,9/20/1997,832,3,2
1871,9/20/1997,893,16,2
1872,9/20/1997,954,23,1
1873,9/20/1997,1011,16,1
1874,9/20/1997,1043,23,1
1875,9/20/1997,1174,16,1
1876,9/20/1997,1208,3,1
1877,9/20/1997,1211,17,1
1878,9/20/1997,1321,16,1
1879,9/20/1997,1425,3,1
1880,9/21/1997,42,17,1
1881,9/21/1997,45,17,1
1882,9/21/1997,457,17,1
1883,9/21/1997,486,17,1
1884,9/21/1997,623,17,1
1885,9/21/1997,985,17,1
1886,9/21/1997,1098,17,1
1887,9/21/1997,1178,17,1
1888,9/21/1997,1211,17,1
1889,9/21/1997,1365,17,1
1890,9/21/1997,1413,17,1
1891,9/22/1997,17,17,1
1892,9/22/1997,466,17,1
1893,9/22/1997,668,17,1
1894,9/22/1997,755,17,1
1895,9/22/1997,1407,17,2
1896,9/23/1997,45,24,1
1897,9/23/1997,164,17,2
1898,9/23/1997,289,17,1
1899,9/23/1997,343,16,1
1900,9/23/1997,450,17,1
1901,9/23/1997,463,17,1
1902,9/23/1997,471,3,1
1903,9/23/1997,502,17,1
1904,9/23/1997,753,3,1
1905,9/23/1997,789,17,1
1906,9/23/1997,859,16,1
1907,9/23/1997,874,24,1
1908,9/23/1997,926,17,1
1909,9/23/1997,1206,17,1
1910,9/23/1997,1302,17,1
1911,9/23/1997,1418,17,1
1912,9/23/1997,1450,17,1
1913,9/23/1997,1525,16,1
1914,9/27/1997,261,16,1
1915,9/27/1997,267,15,1
1916,9/27/1997,453,16,1
1917,9/27/1997,552,15,1
1918,9/27/1997,664,15,1
1919,9/27/1997,714,11,1
1920,9/27/1997,779,16,1
1921,9/27/1997,907,16,1
1922,9/27/1997,947,15,1
1923,9/27/1997,995,15,2
1924,9/27/1997,1241,15,1
1925,9/27/1997,1454,15,1
1926,9/29/1997,370,16,1
1927,9/29/1997,666,16,1
1928,9/29/1997,1446,16,2
1929,10/2/1997,40,13,1
1930,10/2/1997,125,24,1
1931,10/2/1997,529,13,1
1932,10/2/1997,629,13,1
1933,10/2/1997,768,13,1
1934,10/2/1997,964,13,2
1935,10/2/1997,1118,13,1
1936,10/2/1997,1266,13,1
1937,10/2/1997,1432,13,2
1938,10/3/1997,265,15,1
1939,10/3/1997,458,15,1
1940,10/3/1997,688,15,1
1941,10/3/1997,1342,15,1
1942,10/3/1997,1396,15,1
1943,10/3/1997,1472,15,1
1944,10/4/1997,125,23,1
1945,10/4/1997,139,24,1
1946,10/4/1997,180,24,1
1947,10/4/1997,336,24,1
1948,10/4/1997,563,24,1
1949,10/5/1997,188,13,1
1950,10/6/1997,774,17,2
1951,10/6/1997,1031,17,1
1952,10/6/1997,1057,17,1
1953,10/7/1997,195,23,2
1954,10/7/1997,356,3,1
1955,10/7/1997,384,23,2
1956,10/7/1997,386,23,1
1957,10/7/1997,472,6,1
1958,10/7/1997,579,3,1
1959,10/7/1997,595,23,1
1960,10/7/1997,710,6,1
1961,10/7/1997,1187,23,1
1962,10/7/1997,1431,3,1
1963,10/8/1997,629,23,1
1964,10/8/1997,911,23,1
1965,10/9/1997,127,7,1
1966,10/9/1997,357,7,1
1967,10/9/1997,678,7,1
1968,10/9/1997,906,7,2
1969,10/9/1997,1354,7,2
1970,10/10/1997,322,17,2
1971,10/10/1997,332,17,1
1972,10/10/1997,405,11,2
1973,10/10/1997,566,17,1
1974,10/10/1997,581,17,1
1975,10/10/1997,632,17,2
1976,10/10/1997,709,17,1
1977,10/10/1997,727,11,1
1978,10/10/1997,735,11,2
1979,10/10/1997,845,17,1
1980,10/10/1997,882,17,1
1981,10/10/1997,959,17,1
1982,10/10/1997,1226,17,1
1983,10/10/1997,1337,17,1
1984,10/10/1997,1377,11,1
1985,10/10/1997,1406,11,2
1986,10/10/1997,1497,11,1
1987,10/10/1997,1503,17,1
1988,10/12/1997,561,3,1
1989,10/12/1997,1392,3,1
1990,10/13/1997,258,11,2
1991,10/13/1997,455,11,1
1992,10/13/1997,844,11,1
1993,10/13/1997,1353,11,1
1994,10/13/1997,1377,11,1
1995,10/13/1997,1515,11,2
1996,10/13/1997,1523,11,1
1997,10/14/1997,3,17,2
1998,10/14/1997,8,17,1
1999,10/14/1997,490,17,1
2000,10/14/1997,552,17,1
2001,10/14/1997,572,17,1
2002,10/14/1997,613,16,2
2003,10/14/1997,636,17,1
2004,10/14/1997,678,16,1
2005,10/14/1997,776,17,1
2006,10/14/1997,1098,16,1
2007,10/14/1997,1129,17,1
2008,10/14/1997,1140,17,1
2009,10/14/1997,1292,17,1
2010,10/14/1997,1398,17,1
2011,10/14/1997,1514,17,1
2012,10/15/1997,36,15,1
2013,10/15/1997,351,13,1
2014,10/15/1997,396,15,1
2015,10/15/1997,404,11,1
2016,10/15/1997,490,11,2
2017,10/15/1997,536,11,2
2018,10/15/1997,777,13,1
2019,10/15/1997,802,11,2
2020,10/15/1997,919,15,2
2021,10/15/1997,952,16,1
2022,10/15/1997,954,16,1
2023,10/15/1997,1154,15,1
2024,10/15/1997,1237,15,2
2025,10/15/1997,1418,11,1
2026,10/15/1997,1484,13,1
2027,10/15/1997,1490,6,1
2028,10/15/1997,1539,6,1
2029,10/16/1997,115,11,1
2030,10/16/1997,255,15,1
2031,10/16/1997,330,13,1
2032,10/16/1997,477,13,1
2033,10/16/1997,610,11,2
2034,10/16/1997,675,15,1
2035,10/16/1997,785,3,1
2036,10/16/1997,809,11,2
2037,10/16/1997,938,23,1
2038,10/16/1997,1012,11,1
2039,10/16/1997,1068,11,1
2040,10/16/1997,1142,13,1
2041,10/16/1997,1412,13,1
2042,10/17/1997,236,16,1
2043,10/18/1997,938,11,1
2044,10/18/1997,985,11,2
2045,10/19/1997,163,7,1
2046,10/19/1997,416,7,2
2047,10/19/1997,444,24,1
2048,10/19/1997,503,6,1
2049,10/19/1997,549,7,1
2050,10/19/1997,581,24,1
2051,10/19/1997,621,24,1
